EXTERNAL/TSAI:  VERSION OF 8/8/96

RUNPLAN for CLAS hadronization experiment                               
 inclusive:                                                             
                                                                        
CLAS TIN                                                                
                                                                        

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = ( 50,119);   avgA = 119.000; amuM=118.891; avgM=110.747
 targ= ordina; ttarg(rl)=0.02345; twall=0.00129; tbeam=0.00264; tspec=0.00000
         Nseg  =   2
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 1
   8.880  0.592  2.15    3.20  -26.02    5.26    0.00  -20.76 1.393E+04

  10.540  8.312  1.95    2.02  -17.23    4.12    0.00  -13.10  2.062
   8.788  0.592  2.22    2.89  -25.30    4.63    0.00  -20.67 1.153E+04

  10.540  8.584  2.05    1.83  -16.66    3.62    0.00  -13.05  2.002
   8.692  0.592  2.30    2.62  -24.67    4.09    0.00  -20.58 9.507E+03

  10.540  8.868  2.16    1.66  -16.14    3.17    0.00  -12.97  1.943
   8.591  0.592  2.37    2.37  -24.05    3.61    0.00  -20.44 7.813E+03

  10.540  9.165  2.28    1.50  -15.60    2.77    0.00  -12.83  1.884
   8.484  0.592  2.46    2.14  -23.41    3.18    0.00  -20.24 6.407E+03

  10.540  9.477  2.41    1.36  -15.07    2.42    0.00  -12.65  1.825
   8.371  0.592  2.54    1.94  -22.77    2.80    0.00  -19.97 5.234E+03

  10.540  9.804  2.54    1.23  -14.54    2.12    0.00  -12.42  1.767
   8.252  0.592  2.63    1.76  -22.11    2.47    0.00  -19.65 4.256E+03

  10.540 10.147  2.68    1.12  -14.06    1.85    0.00  -12.21  1.709
   8.126  0.591  2.73    1.60  -21.50    2.17    0.00  -19.33 3.453E+03

  10.540 10.508  2.83    1.02  -13.56    1.62    0.00  -11.94  1.651
   7.993  0.591  2.83    1.46  -20.87    1.91    0.00  -18.95 2.790E+03

  10.540 10.888  2.98    0.93  -13.08    1.42    0.00  -11.66  1.598
   7.854  0.591  2.94    1.33  -20.25    1.69    0.00  -18.56 2.244E+03

  10.540 11.290  3.14    0.85  -12.64    1.24    0.00  -11.40  1.542
   7.706  0.591  3.06    1.21  -19.66    1.49    0.00  -18.17 1.802E+03

  10.540 11.715  3.32    0.78  -12.23    1.09    0.00  -11.14  1.490
   7.551  0.591  3.17    1.11  -19.10    1.32    0.00  -17.79 1.442E+03

  10.540 12.166  3.50    0.71  -11.82    0.95    0.00  -10.87  1.437
   7.387  0.591  3.30    1.02  -18.56    1.16    0.00  -17.40 1.152E+03

  10.540 12.645  3.69    0.65  -11.44    0.83    0.00  -10.61  1.385
   7.214  0.591  3.43    0.93  -18.03    1.02    0.00  -17.01 9.186E+02

  10.540 13.156  3.89    0.60  -11.08    0.73    0.00  -10.35  1.333
   7.031  0.591  3.58    0.86  -17.53    0.90    0.00  -16.63 7.316E+02

  10.540 13.703  4.10    0.56  -10.73    0.64    0.00  -10.09  1.283
   6.839  0.591  3.72    0.80  -17.05    0.80    0.00  -16.25 5.810E+02

  10.540 14.289  4.33    0.53  -10.42    0.56    0.00   -9.86  1.233
   6.636  0.591  3.88    0.74  -16.60    0.71    0.00  -15.89 4.608E+02

  10.540 14.921  4.56    0.50  -10.09    0.49    0.00   -9.60  1.184
   6.422  0.591  4.04    0.69  -16.13    0.63    0.00  -15.50 3.648E+02

  10.540 15.605  4.81    0.47   -9.78    0.43    0.00   -9.35  1.135
   6.196  0.591  4.22    0.65  -15.68    0.56    0.00  -15.12 2.882E+02

  10.540 16.349  5.08    0.45   -9.45    0.38    0.00   -9.06  1.087
   5.958  0.591  4.40    0.62  -15.20    0.50    0.00  -14.70 2.269E+02

  10.540 17.162  5.36    0.44   -9.09    0.34    0.00   -8.75  1.039
   5.706  0.590  4.60    0.60  -14.69    0.45    0.00  -14.24 1.782E+02

  10.540 18.056  5.65    0.44   -8.74    0.31    0.00   -8.43  0.994
   5.442  0.591  4.80    0.59  -14.18    0.41    0.00  -13.77 1.391E+02

  10.540 19.048  5.96    0.44   -8.37    0.28    0.00   -8.08  0.948
   5.162  0.590  5.01    0.59  -13.63    0.38    0.00  -13.25 1.082E+02

  10.540 20.157  6.28    0.46   -7.95    0.26    0.00   -7.69  0.905
   4.867  0.590  5.24    0.60  -13.02    0.36    0.00  -12.66 8.356E+01

  10.540 21.410  6.63    0.49   -7.50    0.25    0.00   -7.25  0.864
   4.556  0.590  5.48    0.63  -12.36    0.34    0.00  -12.01 6.402E+01

  10.540 22.843  6.99    0.53   -7.02    0.25    0.00   -6.77  0.826
   4.229  0.590  5.73    0.68  -11.64    0.34    0.00  -11.29 4.853E+01

  10.540 24.507  7.37    0.59   -6.47    0.25    0.00   -6.22  0.792
   3.883  0.590  6.00    0.75  -10.82    0.35    0.00  -10.47 3.642E+01

  10.540 26.475  7.78    0.68   -5.86    0.27    0.00   -5.59  0.762
   3.518  0.590  6.28    0.87   -9.92    0.38    0.00   -9.53 2.696E+01

  10.540 28.859  8.20    0.83   -5.20    0.31    0.00   -4.89  0.739
   3.133  0.590  6.58    1.05   -8.92    0.45    0.00   -8.47 1.962E+01

  10.540 31.840  8.65    1.05   -4.49    0.40    0.00   -4.09  0.727
   2.727  0.590  6.89    1.34   -7.83    0.57    0.00   -7.26 1.396E+01

  10.540 35.733  9.12    1.44   -3.75    0.58    0.00   -3.17  0.726
   2.299  0.590  7.22    1.87   -6.69    0.84    0.00   -5.85 9.626E+00

  10.540 41.154  9.62    2.19   -3.03    1.03    0.00   -2.00  0.743
   1.848  0.590  7.57    2.94   -5.57    1.49    0.00   -4.08 6.335E+00

  10.540 49.535 10.15    4.05   -2.40    2.53    0.00    0.12  0.795
   1.372  0.590  7.93    5.76   -4.78    3.65    0.00   -1.12 3.868E+00

  10.540 65.417 10.71   11.18   -3.09   11.12    0.00    8.03  0.914
   0.870  0.590  8.32   17.68   -8.60   15.72    0.00    7.12 2.026E+00

  10.540  5.759  1.03    5.89  -30.45   17.55    0.00  -12.90  2.993
   9.650  0.615  1.52    8.28  -38.52   17.82    0.00  -20.70 1.142E+05

  10.540  5.930  1.08    5.58  -29.10   16.34    0.00  -12.75  2.940
   9.601  0.615  1.56    7.86  -37.22   16.68    0.00  -20.53 9.337E+04

  10.540  6.106  1.14    5.26  -27.89   15.11    0.00  -12.79  2.883
   9.549  0.614  1.60    7.42  -36.04   15.52    0.00  -20.52 7.642E+04

  10.540  6.290  1.20    4.94  -26.79   13.88    0.00  -12.91  2.824
   9.494  0.614  1.64    6.96  -34.95   14.34    0.00  -20.61 6.264E+04

  10.540  6.479  1.27    4.63  -25.66   12.76    0.00  -12.90  2.769
   9.437  0.614  1.68    6.54  -33.86   13.27    0.00  -20.59 5.130E+04

  10.540  6.676  1.34    4.31  -24.52   11.62    0.00  -12.90  2.708
   9.376  0.614  1.72    6.10  -32.75   12.16    0.00  -20.59 4.210E+04

  10.540  6.880  1.41    4.00  -23.52   10.53    0.00  -13.00  2.648
   9.312  0.613  1.77    5.66  -31.77   11.08    0.00  -20.68 3.464E+04

  10.540  7.092  1.49    3.68  -22.53    9.46    0.00  -13.07  2.583
   9.244  0.613  1.82    5.22  -30.79   10.02    0.00  -20.77 2.855E+04

  10.540  7.312  1.57    3.38  -21.73    8.48    0.00  -13.25  2.523
   9.173  0.613  1.87    4.80  -29.98    9.04    0.00  -20.94 2.356E+04

  10.540  7.541  1.66    3.09  -20.78    7.53    0.00  -13.25  2.456
   9.097  0.612  1.93    4.38  -29.03    8.08    0.00  -20.95 1.947E+04

  10.540  7.779  1.75    2.81  -20.08    6.68    0.00  -13.40  2.394
   9.018  0.612  1.99    4.00  -28.30    7.22    0.00  -21.09 1.609E+04

  10.540  8.026  1.84    2.55  -19.30    5.89    0.00  -13.41  2.329
   8.934  0.612  2.05    3.63  -27.50    6.40    0.00  -21.10 1.330E+04

  10.540  8.285  1.95    2.31  -18.59    5.19    0.00  -13.41  2.266
   8.846  0.612  2.11    3.29  -26.76    5.68    0.00  -21.08 1.098E+04

  10.540  8.554  2.05    2.09  -17.96    4.55    0.00  -13.41  2.203
   8.753  0.612  2.18    2.98  -26.07    5.02    0.00  -21.05 9.048E+03

  10.540  8.835  2.16    1.89  -17.32    3.99    0.00  -13.33  2.140
   8.655  0.612  2.25    2.70  -25.35    4.43    0.00  -20.93 7.439E+03

  10.540  9.129  2.28    1.70  -16.75    3.48    0.00  -13.27  2.076
   8.551  0.612  2.33    2.43  -24.70    3.89    0.00  -20.81 6.111E+03

  10.540  9.437  2.41    1.54  -16.13    3.05    0.00  -13.08  2.014
   8.442  0.612  2.41    2.20  -23.99    3.43    0.00  -20.56 4.992E+03

  10.540  9.759  2.54    1.40  -15.58    2.67    0.00  -12.92  1.952
   8.327  0.612  2.49    1.99  -23.33    3.02    0.00  -20.31 4.065E+03

  10.540 10.097  2.68    1.26  -15.02    2.33    0.00  -12.70  1.890
   8.205  0.611  2.58    1.80  -22.66    2.65    0.00  -20.00 3.302E+03

  10.540 10.453  2.83    1.15  -14.50    2.04    0.00  -12.47  1.830
   8.077  0.611  2.68    1.64  -22.01    2.34    0.00  -19.67 2.669E+03

  10.540 10.827  2.98    1.04  -13.99    1.78    0.00  -12.21  1.771
   7.942  0.611  2.78    1.49  -21.37    2.06    0.00  -19.31 2.150E+03

  10.540 11.222  3.14    0.95  -13.54    1.55    0.00  -11.98  1.711
   7.799  0.611  2.88    1.35  -20.76    1.81    0.00  -18.95 1.728E+03

  10.540 11.639  3.32    0.86  -13.10    1.36    0.00  -11.75  1.654
   7.649  0.611  2.99    1.24  -20.19    1.60    0.00  -18.60 1.383E+03

  10.540 12.081  3.50    0.79  -12.65    1.19    0.00  -11.47  1.595
   7.490  0.611  3.11    1.13  -19.60    1.41    0.00  -18.20 1.105E+03

  10.540 12.550  3.69    0.72  -12.24    1.04    0.00  -11.20  1.539
   7.323  0.611  3.23    1.03  -19.05    1.24    0.00  -17.81 8.800E+02

  10.540 13.049  3.89    0.67  -11.84    0.90    0.00  -10.93  1.481
   7.146  0.611  3.36    0.95  -18.51    1.09    0.00  -17.42 7.002E+02

  10.540 13.582  4.10    0.61  -11.46    0.79    0.00  -10.67  1.426
   6.960  0.611  3.50    0.87  -18.00    0.96    0.00  -17.04 5.556E+02

  10.540 14.153  4.33    0.57  -11.14    0.69    0.00  -10.45  1.371
   6.764  0.611  3.64    0.81  -17.54    0.85    0.00  -16.69 4.402E+02

  10.540 14.766  4.56    0.53  -10.81    0.60    0.00  -10.21  1.315
   6.557  0.611  3.79    0.75  -17.07    0.75    0.00  -16.33 3.481E+02

  10.540 15.427  4.81    0.50  -10.49    0.53    0.00   -9.96  1.261
   6.339  0.611  3.95    0.70  -16.62    0.66    0.00  -15.96 2.747E+02

  10.540 16.145  5.08    0.48  -10.16    0.46    0.00   -9.70  1.205
   6.108  0.611  4.12    0.66  -16.15    0.59    0.00  -15.56 2.165E+02

  10.540 16.926  5.36    0.46   -9.83    0.41    0.00   -9.42  1.150
   5.865  0.610  4.30    0.63  -15.67    0.52    0.00  -15.15 1.700E+02

  10.540 17.782  5.65    0.45   -9.49    0.36    0.00   -9.13  1.096
   5.609  0.610  4.48    0.61  -15.18    0.47    0.00  -14.71 1.329E+02

  10.540 18.727  5.96    0.44   -9.15    0.33    0.00   -8.82  1.044
   5.339  0.611  4.68    0.60  -14.68    0.43    0.00  -14.25 1.035E+02

  10.540 19.778  6.28    0.45   -8.76    0.30    0.00   -8.46  0.992
   5.054  0.610  4.89    0.60  -14.11    0.39    0.00  -13.72 8.013E+01

  10.540 20.958  6.63    0.47   -8.34    0.28    0.00   -8.06  0.941
   4.753  0.610  5.11    0.61  -13.50    0.37    0.00  -13.13 6.167E+01

  10.540 22.296  6.99    0.49   -7.89    0.26    0.00   -7.63  0.892
   4.436  0.610  5.34    0.64  -12.84    0.36    0.00  -12.48 4.705E+01

  10.540 23.835  7.37    0.54   -7.39    0.26    0.00   -7.14  0.847
   4.101  0.610  5.59    0.69  -12.10    0.35    0.00  -11.75 3.557E+01

  10.540 25.634  7.78    0.61   -6.85    0.26    0.00   -6.58  0.806
   3.748  0.610  5.85    0.77  -11.29    0.37    0.00  -10.92 2.657E+01

  10.540 27.779  8.20    0.71   -6.25    0.29    0.00   -5.97  0.772
   3.376  0.610  6.12    0.90  -10.39    0.40    0.00   -9.99 1.955E+01

  10.540 30.407  8.65    0.87   -5.62    0.33    0.00   -5.29  0.745
   2.984  0.610  6.41    1.10   -9.44    0.47    0.00   -8.96 1.410E+01

  10.540 33.741  9.13    1.13   -5.00    0.44    0.00   -4.56  0.730
   2.570  0.610  6.71    1.44   -8.47    0.62    0.00   -7.85 9.939E+00

  10.540 38.189  9.62    1.59   -4.47    0.66    0.00   -3.80  0.730
   2.133  0.610  7.03    2.07   -7.64    0.96    0.00   -6.68 6.772E+00

  10.540 44.593 10.15    2.54   -4.30    1.29    0.00   -3.01  0.755
   1.673  0.610  7.37    3.45   -7.37    1.87    0.00   -5.50 4.363E+00

  10.540 55.103 10.71    5.24   -6.48    3.80    0.00   -2.67  0.833
   1.187  0.610  7.73    7.69  -11.15    5.45    0.00   -5.70 2.564E+00

  10.540  5.750  1.03    6.49  -33.42   20.44    0.00  -12.98  3.161
   9.678  0.635  1.47    9.10  -41.30   20.42    0.00  -20.88 1.128E+05

  10.540  5.920  1.08    6.16  -32.10   19.14    0.00  -12.96  3.117
   9.631  0.635  1.50    8.65  -40.04   19.21    0.00  -20.82 9.209E+04

  10.540  6.096  1.14    5.79  -30.88   17.80    0.00  -13.08  3.067
   9.581  0.635  1.54    8.16  -38.86   17.97    0.00  -20.89 7.524E+04

  10.540  6.278  1.20    5.49  -29.56   16.49    0.00  -13.07  3.014
   9.528  0.634  1.57    7.72  -37.59   16.74    0.00  -20.85 6.143E+04

  10.540  6.467  1.27    5.15  -28.30   15.17    0.00  -13.13  2.958
   9.472  0.634  1.61    7.25  -36.38   15.49    0.00  -20.89 5.023E+04

  10.540  6.663  1.34    4.82  -27.02   13.92    0.00  -13.10  2.901
   9.413  0.634  1.66    6.79  -35.15   14.29    0.00  -20.86 4.105E+04

  10.540  6.865  1.41    4.49  -25.82   12.69    0.00  -13.13  2.843
   9.351  0.633  1.70    6.33  -34.00   13.11    0.00  -20.89 3.363E+04

  10.540  7.076  1.49    4.15  -24.73   11.47    0.00  -13.26  2.781
   9.285  0.633  1.74    5.86  -32.92   11.92    0.00  -21.00 2.761E+04

  10.540  7.294  1.57    3.82  -23.68   10.34    0.00  -13.34  2.720
   9.216  0.633  1.79    5.40  -31.90   10.81    0.00  -21.10 2.269E+04

  10.540  7.522  1.66    3.52  -22.75    9.31    0.00  -13.44  2.662
   9.144  0.633  1.84    4.98  -30.98    9.78    0.00  -21.20 1.864E+04

  10.540  7.758  1.75    3.21  -21.82    8.29    0.00  -13.53  2.598
   9.067  0.633  1.90    4.55  -30.05    8.76    0.00  -21.29 1.535E+04

  10.540  8.003  1.85    2.93  -20.98    7.35    0.00  -13.62  2.534
   8.986  0.633  1.95    4.15  -29.20    7.82    0.00  -21.37 1.265E+04

  10.540  8.259  1.95    2.65  -20.16    6.48    0.00  -13.68  2.467
   8.900  0.632  2.01    3.76  -28.35    6.94    0.00  -21.42 1.043E+04

  10.540  8.526  2.05    2.40  -19.35    5.71    0.00  -13.64  2.403
   8.810  0.632  2.07    3.41  -27.52    6.15    0.00  -21.37 8.584E+03

  10.540  8.804  2.16    2.17  -18.65    5.01    0.00  -13.64  2.338
   8.715  0.632  2.14    3.08  -26.77    5.43    0.00  -21.34 7.054E+03

  10.540  9.095  2.28    1.96  -17.97    4.40    0.00  -13.58  2.274
   8.615  0.632  2.21    2.79  -26.03    4.79    0.00  -21.24 5.785E+03

  10.540  9.399  2.41    1.75  -17.34    3.84    0.00  -13.50  2.208
   8.509  0.632  2.28    2.50  -25.32    4.22    0.00  -21.10 4.735E+03

  10.540  9.718  2.54    1.59  -16.74    3.35    0.00  -13.39  2.142
   8.397  0.632  2.36    2.27  -24.62    3.70    0.00  -20.92 3.864E+03

  10.540 10.052  2.68    1.44  -16.12    2.94    0.00  -13.18  2.081
   8.280  0.632  2.44    2.06  -23.90    3.26    0.00  -20.64 3.136E+03

  10.540 10.402  2.83    1.30  -15.53    2.56    0.00  -12.97  2.014
   8.155  0.631  2.53    1.86  -23.20    2.86    0.00  -20.34 2.542E+03

  10.540 10.771  2.98    1.18  -15.03    2.24    0.00  -12.79  1.954
   8.025  0.632  2.62    1.69  -22.58    2.53    0.00  -20.05 2.048E+03

  10.540 11.160  3.14    1.07  -14.48    1.96    0.00  -12.52  1.892
   7.887  0.631  2.72    1.53  -21.90    2.22    0.00  -19.67 1.645E+03

  10.540 11.570  3.32    0.97  -13.98    1.71    0.00  -12.28  1.828
   7.741  0.631  2.82    1.39  -21.27    1.95    0.00  -19.31 1.319E+03

  10.540 12.003  3.50    0.89  -13.52    1.49    0.00  -12.03  1.766
   7.587  0.631  2.92    1.26  -20.66    1.72    0.00  -18.95 1.054E+03

  10.540 12.463  3.69    0.81  -13.05    1.30    0.00  -11.75  1.705
   7.425  0.631  3.04    1.15  -20.06    1.51    0.00  -18.55 8.393E+02

  10.540 12.951  3.89    0.74  -12.62    1.13    0.00  -11.49  1.644
   7.254  0.631  3.16    1.05  -19.49    1.33    0.00  -18.17 6.669E+02

  10.540 13.472  4.10    0.68  -12.22    0.99    0.00  -11.24  1.584
   7.074  0.631  3.28    0.97  -18.96    1.17    0.00  -17.80 5.286E+02

  10.540 14.028  4.33    0.63  -11.88    0.86    0.00  -11.02  1.524
   6.884  0.631  3.41    0.89  -18.48    1.03    0.00  -17.46 4.184E+02

  10.540 14.624  4.56    0.58  -11.54    0.75    0.00  -10.79  1.464
   6.684  0.631  3.55    0.82  -18.01    0.90    0.00  -17.10 3.304E+02

  10.540 15.266  4.81    0.54  -11.20    0.66    0.00  -10.54  1.402
   6.472  0.631  3.70    0.76  -17.53    0.79    0.00  -16.74 2.607E+02

  10.540 15.960  5.08    0.51  -10.86    0.57    0.00  -10.29  1.342
   6.249  0.631  3.85    0.71  -17.06    0.70    0.00  -16.36 2.052E+02

  10.540 16.714  5.36    0.48  -10.54    0.50    0.00  -10.04  1.281
   6.014  0.631  4.02    0.67  -16.60    0.62    0.00  -15.98 1.610E+02

  10.540 17.537  5.65    0.47  -10.21    0.44    0.00   -9.77  1.220
   5.766  0.631  4.19    0.64  -16.13    0.55    0.00  -15.58 1.260E+02

  10.540 18.441  5.96    0.45   -9.86    0.39    0.00   -9.47  1.159
   5.504  0.630  4.37    0.62  -15.63    0.49    0.00  -15.14 9.827E+01

  10.540 19.442  6.28    0.45   -9.50    0.35    0.00   -9.15  1.097
   5.228  0.630  4.56    0.61  -15.11    0.45    0.00  -14.66 7.626E+01

  10.540 20.559  6.63    0.46   -9.12    0.32    0.00   -8.81  1.038
   4.937  0.630  4.77    0.61  -14.55    0.41    0.00  -14.14 5.883E+01

  10.540 21.818  6.99    0.48   -8.70    0.29    0.00   -8.41  0.979
   4.630  0.630  4.98    0.62  -13.94    0.39    0.00  -13.55 4.507E+01

  10.540 23.254  7.37    0.51   -8.25    0.28    0.00   -7.97  0.923
   4.306  0.630  5.21    0.65  -13.27    0.37    0.00  -12.90 3.425E+01

  10.540 24.915  7.78    0.55   -7.75    0.27    0.00   -7.48  0.870
   3.964  0.630  5.44    0.71  -12.53    0.37    0.00  -12.16 2.578E+01

  10.540 26.871  8.20    0.63   -7.21    0.28    0.00   -6.93  0.823
   3.604  0.630  5.69    0.80  -11.72    0.38    0.00  -11.34 1.913E+01

  10.540 29.227  8.65    0.74   -6.63    0.30    0.00   -6.33  0.782
   3.224  0.630  5.96    0.94  -10.86    0.42    0.00  -10.43 1.399E+01

  10.540 32.149  9.12    0.92   -6.07    0.36    0.00   -5.71  0.751
   2.823  0.630  6.24    1.17  -10.00    0.51    0.00   -9.49 1.003E+01

  10.540 35.925  9.62    1.22   -5.66    0.49    0.00   -5.17  0.734
   2.400  0.630  6.53    1.57   -9.33    0.70    0.00   -8.63 7.001E+00

  10.540 41.096 10.15    1.78   -5.69    0.79    0.00   -4.90  0.738
   1.955  0.630  6.84    2.34   -9.32    1.14    0.00   -8.19 4.681E+00

  10.540 48.869 10.71    3.07   -8.09    1.75    0.00   -6.35  0.777
   1.484  0.630  7.17    4.26  -12.89    2.51    0.00  -10.38 2.948E+00

  10.540  5.742  1.03    7.18  -36.85   23.65    0.00  -13.21  3.304
   9.705  0.655  1.42   10.04  -44.44   23.28    0.00  -21.16 1.113E+05

  10.540  5.912  1.08    6.81  -35.35   22.16    0.00  -13.20  3.264
   9.659  0.655  1.45    9.53  -43.04   21.92    0.00  -21.12 9.088E+04

  10.540  6.087  1.14    6.41  -33.84   20.67    0.00  -13.17  3.218
   9.610  0.654  1.48    8.99  -41.62   20.56    0.00  -21.06 7.409E+04

  10.540  6.268  1.20    6.10  -32.38   19.29    0.00  -13.09  3.174
   9.559  0.654  1.52    8.55  -40.24   19.28    0.00  -20.97 6.031E+04

  10.540  6.456  1.27    5.75  -31.04   17.89    0.00  -13.15  3.125
   9.505  0.654  1.55    8.06  -38.97   17.98    0.00  -20.99 4.913E+04

  10.540  6.650  1.34    5.40  -29.68   16.52    0.00  -13.16  3.074
   9.448  0.654  1.59    7.58  -37.67   16.68    0.00  -20.99 4.003E+04

  10.540  6.852  1.41    5.04  -28.43   15.17    0.00  -13.26  3.021
   9.388  0.654  1.63    7.09  -36.47   15.40    0.00  -21.07 3.266E+04

  10.540  7.061  1.49    4.68  -27.23   13.80    0.00  -13.43  2.963
   9.324  0.653  1.67    6.59  -35.31   14.09    0.00  -21.23 2.672E+04

  10.540  7.278  1.57    4.33  -26.03   12.51    0.00  -13.51  2.905
   9.257  0.653  1.72    6.10  -34.15   12.84    0.00  -21.31 2.187E+04

  10.540  7.504  1.66    4.00  -24.85   11.32    0.00  -13.53  2.848
   9.187  0.653  1.76    5.64  -33.03   11.68    0.00  -21.35 1.790E+04

  10.540  7.738  1.75    3.66  -23.78   10.13    0.00  -13.64  2.784
   9.112  0.653  1.81    5.17  -31.97   10.51    0.00  -21.45 1.469E+04

  10.540  7.982  1.85    3.35  -22.76    9.07    0.00  -13.69  2.725
   9.034  0.653  1.86    4.73  -30.97    9.46    0.00  -21.50 1.205E+04

  10.540  8.236  1.95    3.05  -21.81    8.05    0.00  -13.77  2.661
   8.951  0.653  1.92    4.31  -30.02    8.44    0.00  -21.58 9.899E+03

  10.540  8.500  2.05    2.76  -20.96    7.09    0.00  -13.86  2.594
   8.863  0.652  1.98    3.91  -29.14    7.49    0.00  -21.66 8.138E+03

  10.540  8.776  2.16    2.50  -20.11    6.25    0.00  -13.86  2.529
   8.771  0.652  2.04    3.54  -28.28    6.64    0.00  -21.64 6.679E+03

  10.540  9.064  2.28    2.26  -19.37    5.50    0.00  -13.88  2.465
   8.674  0.652  2.10    3.20  -27.49    5.87    0.00  -21.63 5.474E+03

  10.540  9.365  2.41    2.04  -18.70    4.83    0.00  -13.87  2.401
   8.572  0.652  2.17    2.89  -26.75    5.18    0.00  -21.57 4.473E+03

  10.540  9.680  2.54    1.83  -17.91    4.21    0.00  -13.69  2.333
   8.463  0.652  2.24    2.61  -25.90    4.55    0.00  -21.35 3.652E+03

  10.540 10.010  2.68    1.65  -17.23    3.69    0.00  -13.55  2.267
   8.349  0.652  2.31    2.35  -25.14    4.00    0.00  -21.14 2.969E+03

  10.540 10.356  2.83    1.49  -16.68    3.22    0.00  -13.45  2.203
   8.229  0.652  2.39    2.13  -24.48    3.52    0.00  -20.95 2.405E+03

  10.540 10.719  2.98    1.35  -16.03    2.82    0.00  -13.21  2.137
   8.102  0.651  2.48    1.92  -23.72    3.10    0.00  -20.63 1.942E+03

  10.540 11.102  3.14    1.22  -15.47    2.46    0.00  -13.01  2.072
   7.968  0.651  2.56    1.74  -23.05    2.72    0.00  -20.33 1.562E+03

  10.540 11.505  3.32    1.11  -14.95    2.15    0.00  -12.80  2.008
   7.827  0.651  2.66    1.58  -22.39    2.39    0.00  -20.00 1.252E+03

  10.540 11.932  3.50    1.00  -14.39    1.87    0.00  -12.51  1.944
   7.678  0.651  2.75    1.43  -21.71    2.10    0.00  -19.61 1.000E+03

  10.540 12.383  3.69    0.91  -13.87    1.64    0.00  -12.24  1.880
   7.521  0.651  2.86    1.30  -21.07    1.85    0.00  -19.22 7.963E+02

  10.540 12.861  3.89    0.83  -13.48    1.43    0.00  -12.05  1.817
   7.356  0.651  2.96    1.19  -20.54    1.63    0.00  -18.91 6.322E+02

  10.540 13.371  4.10    0.76  -13.02    1.25    0.00  -11.78  1.753
   7.181  0.651  3.08    1.08  -19.95    1.43    0.00  -18.52 5.009E+02

  10.540 13.914  4.33    0.70  -12.62    1.09    0.00  -11.54  1.689
   6.997  0.651  3.20    0.99  -19.41    1.25    0.00  -18.16 3.960E+02

  10.540 14.495  4.56    0.64  -12.24    0.94    0.00  -11.29  1.623
   6.802  0.651  3.33    0.91  -18.89    1.10    0.00  -17.80 3.127E+02

  10.540 15.120  4.81    0.60  -11.88    0.82    0.00  -11.06  1.560
   6.598  0.651  3.46    0.84  -18.41    0.97    0.00  -17.45 2.459E+02

  10.540 15.793  5.08    0.55  -11.54    0.72    0.00  -10.83  1.493
   6.381  0.651  3.61    0.78  -17.94    0.85    0.00  -17.09 1.936E+02

  10.540 16.522  5.36    0.52  -11.21    0.62    0.00  -10.58  1.427
   6.153  0.651  3.76    0.72  -17.47    0.75    0.00  -16.72 1.518E+02

  10.540 17.316  5.65    0.49  -10.89    0.55    0.00  -10.34  1.360
   5.913  0.651  3.91    0.68  -17.02    0.66    0.00  -16.36 1.187E+02

  10.540 18.185  5.96    0.48  -10.55    0.48    0.00  -10.07  1.292
   5.659  0.650  4.08    0.65  -16.54    0.59    0.00  -15.95 9.264E+01

  10.540 19.142  6.28    0.46  -10.22    0.42    0.00   -9.79  1.225
   5.392  0.651  4.26    0.63  -16.05    0.52    0.00  -15.53 7.192E+01

  10.540 20.205  6.63    0.46   -9.84    0.38    0.00   -9.46  1.155
   5.109  0.650  4.44    0.62  -15.51    0.47    0.00  -15.04 5.568E+01

  10.540 21.396  6.99    0.47   -9.46    0.34    0.00   -9.11  1.088
   4.812  0.650  4.64    0.62  -14.95    0.43    0.00  -14.51 4.275E+01

  10.540 22.745  7.37    0.49   -9.03    0.31    0.00   -8.72  1.020
   4.498  0.650  4.84    0.64  -14.33    0.41    0.00  -13.93 3.263E+01

  10.540 24.292  7.78    0.52   -8.58    0.30    0.00   -8.28  0.956
   4.167  0.650  5.06    0.67  -13.66    0.39    0.00  -13.27 2.468E+01

  10.540 26.094  8.20    0.57   -8.07    0.29    0.00   -7.78  0.895
   3.818  0.650  5.29    0.73  -12.92    0.39    0.00  -12.53 1.846E+01

  10.540 28.235  8.65    0.65   -7.54    0.30    0.00   -7.24  0.839
   3.449  0.650  5.54    0.83  -12.12    0.40    0.00  -11.71 1.366E+01

  10.540 30.844  9.13    0.78   -7.04    0.33    0.00   -6.71  0.793
   3.061  0.650  5.79    0.99  -11.35    0.45    0.00  -10.90 9.910E+00

  10.540 34.129  9.62    0.98   -6.68    0.40    0.00   -6.28  0.758
   2.651  0.650  6.06    1.25  -10.77    0.56    0.00  -10.22 7.048E+00

  10.540 38.467 10.15    1.34   -6.80    0.56    0.00   -6.24  0.741
