EXTERNAL/TSAI:  VERSION OF 8/8/96

RUNPLAN for CLAS hadronization experiment                               
 inclusive:                                                             
                                                                        
CLAS Carbon                                                             
                                                                        

----*----1----*----2----*----3----*----4----*----5----*----6----*----7--
                                                                        

TARGET (iZ,iA) = (  6, 12);   avgA =  12.000; amuM= 12.002; avgM= 11.180
 targ= ordina; ttarg(rl)=0.00601; twall=0.00129; tbeam=0.00264; tspec=0.00000
         Nseg  =   2
 MODELS: P elastc(ikk)=14; deut elastic=13; inelastc=206; Pauli Supresion= 1

  10.540 12.259  3.50    0.65  -10.01    0.77    0.00   -9.24  1.296
   7.276  0.571  3.51    0.76  -12.14    0.85    0.00  -11.28 1.285E+02

  10.540 12.749  3.69    0.60   -9.64    0.68    0.00   -8.96  1.253
   7.097  0.571  3.65    0.70  -11.70    0.75    0.00  -10.95 1.029E+02

  10.540 13.274  3.89    0.56   -9.26    0.59    0.00   -8.67  1.210
   6.908  0.571  3.81    0.65  -11.27    0.66    0.00  -10.61 8.226E+01

  10.540 13.836  4.10    0.52   -8.89    0.52    0.00   -8.37  1.168
   6.709  0.571  3.97    0.60  -10.85    0.58    0.00  -10.27 6.563E+01

  10.540 14.440  4.33    0.49   -8.53    0.46    0.00   -8.07  1.126
   6.498  0.571  4.14    0.56  -10.44    0.52    0.00   -9.92 5.232E+01

  10.540 15.093  4.56    0.46   -8.17    0.41    0.00   -7.76  1.086
   6.277  0.571  4.32    0.53  -10.02    0.46    0.00   -9.56 4.154E+01

  10.540 15.802  4.81    0.44   -7.79    0.36    0.00   -7.43  1.046
   6.043  0.570  4.50    0.51   -9.59    0.41    0.00   -9.18 3.291E+01

  10.540 16.576  5.08    0.43   -7.41    0.32    0.00   -7.08  1.007
   5.797  0.571  4.70    0.49   -9.14    0.37    0.00   -8.77 2.596E+01

  10.540 17.425  5.36    0.43   -6.99    0.29    0.00   -6.70  0.969
   5.537  0.571  4.91    0.49   -8.66    0.34    0.00   -8.32 2.039E+01

  10.540 18.364  5.65    0.43   -6.54    0.27    0.00   -6.27  0.932
   5.262  0.570  5.14    0.49   -8.13    0.31    0.00   -7.82 1.595E+01

  10.540 19.410  5.96    0.44   -6.05    0.25    0.00   -5.80  0.897
   4.973  0.570  5.37    0.50   -7.57    0.29    0.00   -7.28 1.238E+01

  10.540 20.587  6.28    0.47   -5.52    0.24    0.00   -5.27  0.864
   4.668  0.570  5.62    0.52   -6.95    0.28    0.00   -6.66 9.534E+00

  10.540 21.928  6.63    0.50   -4.92    0.24    0.00   -4.69  0.833
   4.346  0.570  5.88    0.56   -6.26    0.28    0.00   -5.98 7.279E+00

  10.540 23.475  6.99    0.56   -4.27    0.24    0.00   -4.02  0.807
   4.007  0.570  6.15    0.62   -5.49    0.29    0.00   -5.21 5.492E+00

  10.540 25.293  7.37    0.64   -3.52    0.26    0.00   -3.25  0.784
   3.649  0.570  6.44    0.71   -4.62    0.31    0.00   -4.31 4.090E+00

  10.540 27.474  7.78    0.77   -2.65    0.30    0.00   -2.35  0.767
   3.271  0.570  6.74    0.85   -3.61    0.36    0.00   -3.25 2.999E+00

  10.540 30.167  8.20    0.97   -1.65    0.38    0.00   -1.27  0.757
   2.873  0.570  7.07    1.07   -2.44    0.44    0.00   -1.99 2.150E+00

  10.540 33.624  8.65    1.29   -0.45    0.53    0.00    0.07  0.757
   2.453  0.570  7.40    1.44   -1.04    0.63    0.00   -0.41 1.499E+00

  10.540 38.312  9.12    1.89    1.04    0.88    0.00    1.91  0.773
   2.010  0.570  7.76    2.13    0.71    1.04    0.00    1.75 1.004E+00

  10.540 45.246  9.63    3.22    3.11    1.90    0.00    5.01  0.813
   1.543  0.570  8.14    3.73    3.13    2.26    0.00    5.38 6.307E-01

  10.540 57.224 10.15    7.42    7.14    6.40    0.00   13.54  0.894
   1.050  0.570  8.54    8.96    7.64    7.59    0.00   15.23 3.530E-01

  10.540 87.593 10.70   35.55   28.66   42.90    0.00   71.56  0.844
   0.530  0.570  8.96   44.63    3.92   43.18    0.00   47.10 1.475E-01

  10.540  5.768  1.03    5.44  -26.65   14.77    0.00  -11.88  2.727
   9.619  0.594  1.58    6.26  -29.47   15.03    0.00  -14.44 1.246E+04

  10.540  5.940  1.08    5.17  -25.63   13.77    0.00  -11.86  2.676
   9.569  0.594  1.62    5.94  -28.44   14.04    0.00  -14.41 1.016E+04

  10.540  6.117  1.14    4.87  -24.48   12.69    0.00  -11.80  2.615
   9.515  0.594  1.66    5.61  -27.29   12.97    0.00  -14.33 8.301E+03

  10.540  6.301  1.20    4.59  -23.39   11.70    0.00  -11.69  2.560
   9.459  0.594  1.70    5.29  -26.20   11.99    0.00  -14.21 6.781E+03

  10.540  6.492  1.27    4.29  -22.35   10.67    0.00  -11.67  2.499
   9.399  0.593  1.75    4.95  -25.15   10.96    0.00  -14.19 5.556E+03

  10.540  6.690  1.34    3.99  -21.50    9.67    0.00  -11.83  2.439
   9.336  0.593  1.80    4.60  -24.30    9.96    0.00  -14.34 4.568E+03

  10.540  6.896  1.41    3.69  -20.63    8.74    0.00  -11.89  2.381
   9.270  0.593  1.85    4.26  -23.43    9.02    0.00  -14.40 3.760E+03

  10.540  7.109  1.49    3.39  -19.80    7.83    0.00  -11.96  2.321
   9.200  0.593  1.90    3.92  -22.59    8.11    0.00  -14.48 3.104E+03

  10.540  7.331  1.57    3.11  -19.02    6.97    0.00  -12.05  2.261
   9.126  0.593  1.96    3.59  -21.81    7.24    0.00  -14.58 2.568E+03

  10.540  7.561  1.66    2.83  -18.28    6.17    0.00  -12.11  2.201
   9.048  0.592  2.02    3.27  -21.06    6.43    0.00  -14.63 2.126E+03

  10.540  7.801  1.75    2.57  -17.62    5.45    0.00  -12.17  2.142
   8.966  0.592  2.08    2.97  -20.39    5.69    0.00  -14.70 1.762E+03

  10.540  8.051  1.85    2.33  -17.02    4.80    0.00  -12.22  2.086
   8.880  0.592  2.15    2.69  -19.77    5.03    0.00  -14.74 1.459E+03

  10.540  8.312  1.95    2.10  -16.41    4.20    0.00  -12.22  2.025
   8.788  0.592  2.22    2.43  -19.14    4.41    0.00  -14.73 1.209E+03

  10.540  8.584  2.05    1.89  -15.79    3.67    0.00  -12.12  1.968
   8.692  0.592  2.30    2.19  -18.50    3.87    0.00  -14.63 9.983E+02

  10.540  8.868  2.16    1.71  -15.26    3.22    0.00  -12.05  1.913
   8.591  0.592  2.37    1.98  -17.93    3.40    0.00  -14.53 8.224E+02

  10.540  9.165  2.28    1.54  -14.72    2.81    0.00  -11.91  1.857
   8.484  0.592  2.46    1.79  -17.35    2.98    0.00  -14.37 6.757E+02

  10.540  9.477  2.41    1.39  -14.19    2.45    0.00  -11.74  1.802
   8.371  0.592  2.54    1.61  -16.78    2.61    0.00  -14.18 5.534E+02

  10.540  9.804  2.54    1.26  -13.68    2.14    0.00  -11.54  1.747
   8.252  0.592  2.63    1.46  -16.22    2.28    0.00  -13.93 4.515E+02

  10.540 10.147  2.68    1.14  -13.18    1.87    0.00  -11.31  1.693
   8.126  0.591  2.73    1.32  -15.67    2.00    0.00  -13.67 3.673E+02

  10.540 10.508  2.83    1.03  -12.62    1.63    0.00  -10.99  1.639
   7.993  0.591  2.83    1.20  -15.06    1.75    0.00  -13.31 2.976E+02

  10.540 10.888  2.98    0.94  -12.19    1.43    0.00  -10.77  1.589
   7.854  0.591  2.94    1.09  -14.57    1.54    0.00  -13.04 2.402E+02

  10.540 11.290  3.14    0.85  -11.71    1.24    0.00  -10.46  1.536
   7.706  0.591  3.06    0.99  -14.03    1.35    0.00  -12.69 1.935E+02

  10.540 11.715  3.32    0.78  -11.23    1.09    0.00  -10.14  1.487
   7.551  0.591  3.17    0.91  -13.50    1.18    0.00  -12.32 1.553E+02

  10.540 12.166  3.50    0.71  -10.80    0.95    0.00   -9.85  1.437
   7.387  0.591  3.30    0.83  -13.02    1.04    0.00  -11.98 1.245E+02

  10.540 12.645  3.69    0.65  -10.41    0.83    0.00   -9.58  1.388
   7.214  0.591  3.43    0.76  -12.58    0.91    0.00  -11.67 9.961E+01

  10.540 13.156  3.89    0.60  -10.02    0.72    0.00   -9.29  1.339
   7.031  0.591  3.58    0.70  -12.13    0.80    0.00  -11.33 7.960E+01

  10.540 13.703  4.10    0.56   -9.63    0.63    0.00   -8.99  1.291
   6.839  0.591  3.72    0.65  -11.68    0.70    0.00  -10.98 6.342E+01

  10.540 14.289  4.33    0.52   -9.26    0.55    0.00   -8.71  1.244
   6.636  0.591  3.88    0.60  -11.26    0.61    0.00  -10.65 5.047E+01

  10.540 14.921  4.56    0.49   -8.90    0.49    0.00   -8.41  1.197
   6.422  0.591  4.04    0.56  -10.85    0.54    0.00  -10.31 4.008E+01

  10.540 15.605  4.81    0.46   -8.53    0.43    0.00   -8.10  1.151
   6.196  0.591  4.22    0.53  -10.42    0.48    0.00   -9.94 3.176E+01

  10.540 16.349  5.08    0.44   -8.15    0.38    0.00   -7.77  1.105
   5.958  0.591  4.40    0.51   -9.99    0.43    0.00   -9.56 2.508E+01

  10.540 17.162  5.36    0.43   -7.75    0.34    0.00   -7.41  1.058
   5.706  0.590  4.60    0.49   -9.52    0.38    0.00   -9.14 1.975E+01

  10.540 18.056  5.65    0.43   -7.33    0.31    0.00   -7.03  1.014
   5.442  0.591  4.80    0.48   -9.04    0.35    0.00   -8.69 1.545E+01

  10.540 19.048  5.96    0.43   -6.87    0.28    0.00   -6.59  0.971
   5.162  0.590  5.01    0.49   -8.51    0.32    0.00   -8.19 1.204E+01

  10.540 20.157  6.28    0.44   -6.38    0.26    0.00   -6.11  0.929
   4.867  0.590  5.24    0.50   -7.93    0.30    0.00   -7.63 9.313E+00

  10.540 21.410  6.63    0.47   -5.83    0.25    0.00   -5.58  0.889
   4.556  0.590  5.48    0.52   -7.30    0.29    0.00   -7.01 7.146E+00

  10.540 22.843  6.99    0.51   -5.23    0.25    0.00   -4.99  0.853
   4.229  0.590  5.73    0.57   -6.61    0.28    0.00   -6.32 5.423E+00

  10.540 24.507  7.37    0.57   -4.55    0.25    0.00   -4.30  0.821
   3.883  0.590  6.00    0.63   -5.82    0.29    0.00   -5.52 4.073E+00

  10.540 26.475  7.78    0.66   -3.78    0.27    0.00   -3.50  0.793
   3.518  0.590  6.28    0.73   -4.91    0.32    0.00   -4.59 3.017E+00

  10.540 28.859  8.20    0.80   -2.89    0.31    0.00   -2.57  0.773
   3.133  0.590  6.58    0.88   -3.88    0.37    0.00   -3.51 2.196E+00

  10.540 31.840  8.65    1.02   -1.87    0.40    0.00   -1.47  0.761
   2.727  0.590  6.89    1.13   -2.69    0.47    0.00   -2.22 1.562E+00

  10.540 35.733  9.12    1.39   -0.69    0.59    0.00   -0.11  0.762
   2.299  0.590  7.22    1.55   -1.31    0.69    0.00   -0.62 1.076E+00

  10.540 41.154  9.62    2.12    0.73    1.04    0.00    1.78  0.782
   1.848  0.590  7.57    2.40    0.36    1.24    0.00    1.60 7.075E-01

  10.540 49.535 10.15    3.91    2.71    2.57    0.00    5.29  0.838
   1.372  0.590  7.93    4.57    2.63    3.05    0.00    5.68 4.313E-01

  10.540 65.417 10.71   10.81    6.50   11.09    0.00   17.59  0.941
   0.870  0.590  8.32   13.32    6.28   13.10    0.00   19.37 2.255E-01

  10.540  5.759  1.03    5.94  -29.65   17.36    0.00  -12.29  2.931
   9.650  0.615  1.52    6.83  -32.44   17.54    0.00  -14.91 1.241E+04

  10.540  5.930  1.08    5.64  -28.39   16.17    0.00  -12.22  2.879
   9.601  0.615  1.56    6.48  -31.19   16.37    0.00  -14.82 1.013E+04

  10.540  6.106  1.14    5.34  -27.06   15.00    0.00  -12.06  2.822
   9.549  0.614  1.60    6.14  -29.86   15.22    0.00  -14.64 8.251E+03

  10.540  6.290  1.20    5.03  -25.88   13.84    0.00  -12.04  2.764
   9.494  0.614  1.64    5.79  -28.68   14.08    0.00  -14.61 6.726E+03

  10.540  6.479  1.27    4.73  -24.88   12.76    0.00  -12.12  2.711
   9.437  0.614  1.68    5.44  -27.68   13.01    0.00  -14.67 5.491E+03

  10.540  6.676  1.34    4.42  -23.79   11.65    0.00  -12.14  2.651
   9.376  0.614  1.72    5.08  -26.59   11.90    0.00  -14.69 4.491E+03

  10.540  6.880  1.41    4.11  -22.73   10.58    0.00  -12.14  2.593
   9.312  0.613  1.77    4.73  -25.54   10.84    0.00  -14.70 3.681E+03

  10.540  7.092  1.49    3.79  -21.76    9.54    0.00  -12.22  2.531
   9.244  0.613  1.82    4.37  -24.57    9.79    0.00  -14.77 3.025E+03

  10.540  7.312  1.57    3.49  -20.81    8.57    0.00  -12.25  2.473
   9.173  0.613  1.87    4.02  -23.62    8.82    0.00  -14.80 2.489E+03

  10.540  7.541  1.66    3.18  -19.99    7.61    0.00  -12.38  2.408
   9.097  0.612  1.93    3.67  -22.79    7.85    0.00  -14.94 2.056E+03

  10.540  7.779  1.75    2.90  -19.16    6.76    0.00  -12.40  2.349
   9.018  0.612  1.99    3.35  -21.96    7.00    0.00  -14.96 1.696E+03

  10.540  8.026  1.84    2.63  -18.51    5.96    0.00  -12.56  2.287
   8.934  0.612  2.05    3.04  -21.30    6.18    0.00  -15.11 1.403E+03

  10.540  8.285  1.95    2.38  -17.73    5.25    0.00  -12.48  2.228
   8.846  0.612  2.11    2.75  -20.50    5.46    0.00  -15.04 1.158E+03

  10.540  8.554  2.05    2.15  -17.12    4.60    0.00  -12.52  2.168
   8.753  0.612  2.18    2.49  -19.87    4.80    0.00  -15.07 9.557E+02

  10.540  8.835  2.16    1.94  -16.45    4.03    0.00  -12.42  2.109
   8.655  0.612  2.25    2.24  -19.17    4.22    0.00  -14.96 7.873E+02

  10.540  9.129  2.28    1.74  -15.85    3.51    0.00  -12.34  2.047
   8.551  0.612  2.33    2.02  -18.54    3.68    0.00  -14.86 6.479E+02

  10.540  9.437  2.41    1.57  -15.30    3.07    0.00  -12.23  1.989
   8.442  0.612  2.41    1.82  -17.95    3.23    0.00  -14.72 5.310E+02

  10.540  9.759  2.54    1.42  -14.70    2.68    0.00  -12.02  1.931
   8.327  0.612  2.49    1.64  -17.32    2.82    0.00  -14.49 4.337E+02

  10.540 10.097  2.68    1.28  -14.20    2.33    0.00  -11.87  1.872
   8.205  0.611  2.58    1.48  -16.77    2.47    0.00  -14.30 3.534E+02

  10.540 10.453  2.83    1.16  -13.58    2.04    0.00  -11.55  1.816
   8.077  0.611  2.68    1.34  -16.11    2.16    0.00  -13.95 2.865E+02

  10.540 10.827  2.98    1.05  -13.11    1.78    0.00  -11.34  1.760
   7.942  0.611  2.78    1.21  -15.58    1.89    0.00  -13.69 2.315E+02

  10.540 11.222  3.14    0.95  -12.58    1.55    0.00  -11.04  1.703
   7.799  0.611  2.88    1.10  -15.00    1.65    0.00  -13.35 1.866E+02

  10.540 11.639  3.32    0.86  -12.10    1.35    0.00  -10.75  1.648
   7.649  0.611  2.99    1.00  -14.46    1.45    0.00  -13.01 1.498E+02

  10.540 12.081  3.50    0.78  -11.63    1.18    0.00  -10.46  1.593
   7.490  0.611  3.11    0.91  -13.94    1.27    0.00  -12.68 1.201E+02

  10.540 12.550  3.69    0.72  -11.19    1.03    0.00  -10.16  1.540
   7.323  0.611  3.23    0.83  -13.44    1.11    0.00  -12.33 9.598E+01

  10.540 13.049  3.89    0.66  -10.77    0.89    0.00   -9.88  1.485
   7.146  0.611  3.36    0.76  -12.97    0.97    0.00  -12.00 7.663E+01

  10.540 13.582  4.10    0.60  -10.38    0.78    0.00   -9.60  1.432
   6.960  0.611  3.50    0.70  -12.53    0.85    0.00  -11.68 6.103E+01

  10.540 14.153  4.33    0.56  -10.00    0.68    0.00   -9.32  1.379
   6.764  0.611  3.64    0.65  -12.09    0.74    0.00  -11.35 4.849E+01

  10.540 14.766  4.56    0.52   -9.62    0.59    0.00   -9.02  1.326
   6.557  0.611  3.79    0.60  -11.66    0.65    0.00  -11.01 3.847E+01

  10.540 15.427  4.81    0.49   -9.25    0.52    0.00   -8.73  1.274
   6.339  0.611  3.95    0.56  -11.24    0.57    0.00  -10.66 3.045E+01

  10.540 16.145  5.08    0.46   -8.87    0.46    0.00   -8.41  1.220
   6.108  0.611  4.12    0.53  -10.80    0.50    0.00  -10.30 2.406E+01

  10.540 16.926  5.36    0.44   -8.49    0.40    0.00   -8.08  1.168
   5.865  0.610  4.30    0.51  -10.36    0.45    0.00   -9.91 1.895E+01

  10.540 17.782  5.65    0.43   -8.08    0.36    0.00   -7.73  1.116
   5.609  0.610  4.48    0.49   -9.89    0.40    0.00   -9.49 1.485E+01

  10.540 18.727  5.96    0.43   -7.65    0.32    0.00   -7.33  1.065
   5.339  0.611  4.68    0.49   -9.39    0.36    0.00   -9.03 1.158E+01

  10.540 19.778  6.28    0.43   -7.19    0.29    0.00   -6.90  1.015
   5.054  0.610  4.89    0.49   -8.86    0.33    0.00   -8.53 8.985E+00

  10.540 20.958  6.63    0.45   -6.68    0.27    0.00   -6.41  0.965
   4.753  0.610  5.11    0.50   -8.28    0.31    0.00   -7.97 6.924E+00

  10.540 22.296  6.99    0.47   -6.12    0.26    0.00   -5.87  0.919
   4.436  0.610  5.34    0.53   -7.63    0.30    0.00   -7.33 5.288E+00

  10.540 23.835  7.37    0.52   -5.50    0.25    0.00   -5.24  0.875
   4.101  0.610  5.59    0.58   -6.91    0.29    0.00   -6.61 4.001E+00

  10.540 25.634  7.78    0.58   -4.80    0.26    0.00   -4.54  0.836
   3.748  0.610  5.85    0.65   -6.09    0.30    0.00   -5.79 2.989E+00

  10.540 27.779  8.20    0.68   -4.00    0.28    0.00   -3.72  0.803
   3.376  0.610  6.12    0.75   -5.17    0.33    0.00   -4.84 2.199E+00

  10.540 30.407  8.65    0.83   -3.11    0.33    0.00   -2.78  0.778
   2.984  0.610  6.41    0.92   -4.14    0.39    0.00   -3.74 1.586E+00

  10.540 33.741  9.13    1.08   -2.13    0.44    0.00   -1.69  0.766
   2.570  0.610  6.71    1.20   -2.98    0.52    0.00   -2.47 1.116E+00

  10.540 38.189  9.62    1.52   -1.05    0.67    0.00   -0.38  0.769
   2.133  0.610  7.03    1.71   -1.72    0.80    0.00   -0.92 7.593E-01

  10.540 44.593 10.15    2.44    0.07    1.31    0.00    1.38  0.799
   1.673  0.610  7.37    2.79   -0.41    1.56    0.00    1.15 4.882E-01

  10.540 55.103 10.71    5.05    0.73    3.87    0.00    4.60  0.881
   1.187  0.610  7.73    5.99    0.22    4.59    0.00    4.81 2.862E-01

  10.540  5.750  1.03    6.51  -32.64   20.17    0.00  -12.47  3.108
   9.678  0.635  1.47    7.48  -35.38   20.25    0.00  -15.13 1.233E+04

  10.540  5.920  1.08    6.19  -31.33   18.90    0.00  -12.43  3.063
   9.631  0.635  1.50    7.11  -34.08   19.01    0.00  -15.07 1.005E+04

  10.540  6.096  1.14    5.84  -29.98   17.62    0.00  -12.37  3.013
   9.581  0.635  1.54    6.71  -32.75   17.76    0.00  -15.00 8.181E+03

  10.540  6.278  1.20    5.54  -28.76   16.34    0.00  -12.42  2.960
   9.528  0.634  1.57    6.37  -31.54   16.51    0.00  -15.03 6.661E+03

  10.540  6.467  1.27    5.22  -27.48   15.09    0.00  -12.39  2.905
   9.472  0.634  1.61    5.99  -30.26   15.28    0.00  -14.99 5.422E+03

  10.540  6.663  1.34    4.89  -26.26   13.87    0.00  -12.39  2.849
   9.413  0.634  1.66    5.62  -29.05   14.07    0.00  -14.98 4.419E+03

  10.540  6.865  1.41    4.56  -25.09   12.68    0.00  -12.40  2.793
   9.351  0.633  1.70    5.25  -27.89   12.90    0.00  -14.99 3.606E+03

  10.540  7.076  1.49    4.23  -23.87   11.50    0.00  -12.37  2.732
   9.285  0.633  1.74    4.87  -26.68   11.72    0.00  -14.96 2.949E+03

  10.540  7.294  1.57    3.91  -22.83   10.39    0.00  -12.44  2.673
   9.216  0.633  1.79    4.50  -25.64   10.61    0.00  -15.03 2.417E+03

  10.540  7.522  1.66    3.60  -21.94    9.36    0.00  -12.58  2.617
   9.144  0.633  1.84    4.15  -24.75    9.58    0.00  -15.18 1.984E+03

  10.540  7.758  1.75    3.29  -21.07    8.34    0.00  -12.73  2.555
   9.067  0.633  1.90    3.79  -23.87    8.56    0.00  -15.32 1.633E+03

  10.540  8.003  1.85    2.99  -20.13    7.41    0.00  -12.72  2.494
   8.986  0.633  1.95    3.45  -22.93    7.62    0.00  -15.31 1.343E+03

  10.540  8.259  1.95    2.71  -19.30    6.53    0.00  -12.77  2.430
   8.900  0.632  2.01    3.13  -22.09    6.73    0.00  -15.36 1.108E+03

  10.540  8.526  2.05    2.45  -18.50    5.75    0.00  -12.75  2.369
   8.810  0.632  2.07    2.83  -21.28    5.94    0.00  -15.34 9.121E+02

  10.540  8.804  2.16    2.21  -17.81    5.04    0.00  -12.77  2.308
   8.715  0.632  2.14    2.55  -20.57    5.22    0.00  -15.35 7.509E+02

  10.540  9.095  2.28    1.99  -17.10    4.42    0.00  -12.68  2.247
   8.615  0.632  2.21    2.30  -19.84    4.59    0.00  -15.25 6.168E+02

  10.540  9.399  2.41    1.78  -16.49    3.85    0.00  -12.64  2.184
   8.509  0.632  2.28    2.06  -19.20    4.01    0.00  -15.19 5.061E+02

  10.540  9.718  2.54    1.61  -15.84    3.35    0.00  -12.49  2.121
   8.397  0.632  2.36    1.86  -18.52    3.50    0.00  -15.02 4.141E+02

  10.540 10.052  2.68    1.45  -15.27    2.93    0.00  -12.34  2.063
   8.280  0.632  2.44    1.68  -17.91    3.07    0.00  -14.84 3.373E+02

  10.540 10.402  2.83    1.31  -14.67    2.55    0.00  -12.12  1.999
   8.155  0.631  2.53    1.51  -17.26    2.67    0.00  -14.59 2.743E+02

  10.540 10.771  2.98    1.18  -14.09    2.23    0.00  -11.87  1.942
   8.025  0.632  2.62    1.37  -16.64    2.34    0.00  -14.30 2.216E+02

  10.540 11.160  3.14    1.07  -13.53    1.94    0.00  -11.59  1.883
   7.887  0.631  2.72    1.24  -16.03    2.05    0.00  -13.98 1.787E+02

  10.540 11.570  3.32    0.97  -13.05    1.69    0.00  -11.36  1.823
   7.741  0.631  2.82    1.12  -15.50    1.79    0.00  -13.71 1.438E+02

  10.540 12.003  3.50    0.88  -12.51    1.47    0.00  -11.04  1.764
   7.587  0.631  2.92    1.02  -14.90    1.56    0.00  -13.34 1.152E+02

  10.540 12.463  3.69    0.80  -12.04    1.28    0.00  -10.76  1.705
   7.425  0.631  3.04    0.93  -14.38    1.36    0.00  -13.01 9.207E+01

  10.540 12.951  3.89    0.73  -11.58    1.11    0.00  -10.46  1.647
   7.254  0.631  3.16    0.84  -13.86    1.19    0.00  -12.67 7.341E+01

  10.540 13.472  4.10    0.67  -11.15    0.97    0.00  -10.18  1.590
   7.074  0.631  3.28    0.77  -13.39    1.04    0.00  -12.34 5.838E+01

  10.540 14.028  4.33    0.61  -10.75    0.84    0.00   -9.90  1.532
   6.884  0.631  3.41    0.71  -12.93    0.91    0.00  -12.02 4.636E+01

  10.540 14.624  4.56    0.56  -10.35    0.74    0.00   -9.62  1.475
   6.684  0.631  3.55    0.65  -12.48    0.80    0.00  -11.69 3.672E+01

  10.540 15.266  4.81    0.52   -9.96    0.64    0.00   -9.32  1.415
   6.472  0.631  3.70    0.61  -12.04    0.70    0.00  -11.34 2.906E+01

  10.540 15.960  5.08    0.49   -9.58    0.56    0.00   -9.02  1.357
   6.249  0.631  3.85    0.57  -11.60    0.61    0.00  -10.99 2.293E+01

  10.540 16.714  5.36    0.47   -9.20    0.49    0.00   -8.71  1.298
   6.014  0.631  4.02    0.54  -11.17    0.54    0.00  -10.63 1.805E+01

  10.540 17.537  5.65    0.45   -8.80    0.43    0.00   -8.37  1.239
   5.766  0.631  4.19    0.51  -10.71    0.47    0.00  -10.23 1.415E+01

  10.540 18.441  5.96    0.44   -8.39    0.38    0.00   -8.01  1.179
   5.504  0.630  4.37    0.50  -10.23    0.42    0.00   -9.81 1.106E+01

  10.540 19.442  6.28    0.43   -7.95    0.34    0.00   -7.61  1.120
   5.228  0.630  4.56    0.49   -9.73    0.38    0.00   -9.35 8.599E+00

  10.540 20.559  6.63    0.44   -7.48    0.31    0.00   -7.17  1.062
   4.937  0.630  4.77    0.49   -9.18    0.35    0.00   -8.83 6.643E+00

  10.540 21.818  6.99    0.45   -6.95    0.29    0.00   -6.67  1.005
   4.630  0.630  4.98    0.51   -8.58    0.32    0.00   -8.26 5.094E+00

  10.540 23.254  7.37    0.48   -6.38    0.27    0.00   -6.11  0.950
   4.306  0.630  5.21    0.54   -7.92    0.31    0.00   -7.61 3.873E+00

  10.540 24.915  7.78    0.53   -5.74    0.27    0.00   -5.47  0.899
   3.964  0.630  5.44    0.59   -7.17    0.31    0.00   -6.87 2.915E+00

  10.540 26.871  8.20    0.60   -5.02    0.27    0.00   -4.74  0.854
   3.604  0.630  5.69    0.66   -6.34    0.32    0.00   -6.02 2.163E+00

  10.540 29.227  8.65    0.71   -4.21    0.30    0.00   -3.91  0.814
   3.224  0.630  5.96    0.78   -5.41    0.35    0.00   -5.06 1.581E+00

  10.540 32.149  9.12    0.88   -3.35    0.36    0.00   -2.99  0.785
   2.823  0.630  6.24    0.97   -4.40    0.42    0.00   -3.98 1.132E+00

  10.540 35.925  9.62    1.17   -2.49    0.49    0.00   -2.00  0.772
   2.400  0.630  6.53    1.30   -3.39    0.58    0.00   -2.81 7.883E-01

  10.540 41.096 10.15    1.70   -1.81    0.80    0.00   -1.01  0.780
   1.955  0.630  6.84    1.92   -2.58    0.95    0.00   -1.63 5.258E-01

  10.540 48.869 10.71    2.95   -2.27    1.78    0.00   -0.49  0.826
   1.484  0.630  7.17    3.40   -3.09    2.11    0.00   -0.98 3.302E-01

  10.540  5.742  1.03    7.18  -36.15   23.35    0.00  -12.80  3.262
   9.705  0.655  1.42    8.23  -38.80   23.32    0.00  -15.48 1.221E+04

  10.540  5.912  1.08    6.82  -34.63   21.88    0.00  -12.75  3.221
   9.659  0.655  1.45    7.82  -37.31   21.89    0.00  -15.42 9.958E+03

  10.540  6.087  1.14    6.42  -33.01   20.43    0.00  -12.58  3.174
   9.610  0.654  1.48    7.37  -35.73   20.48    0.00  -15.25 8.097E+03

  10.540  6.268  1.20    6.11  -31.77   19.05    0.00  -12.72  3.130
   9.559  0.654  1.52    7.01  -34.50   19.13    0.00  -15.37 6.589E+03

  10.540  6.456  1.27    5.77  -30.32   17.72    0.00  -12.60  3.081
   9.505  0.654  1.55    6.63  -33.06   17.83    0.00  -15.23 5.345E+03

  10.540  6.650  1.34    5.43  -29.07   16.37    0.00  -12.69  3.031
   9.448  0.654  1.59    6.23  -31.83   16.51    0.00  -15.32 4.348E+03

  10.540  6.852  1.41    5.09  -27.67   15.09    0.00  -12.58  2.978
   9.388  0.654  1.63    5.85  -30.45   15.25    0.00  -15.20 3.532E+03

  10.540  7.061  1.49    4.74  -26.41   13.77    0.00  -12.65  2.921
   9.324  0.653  1.67    5.44  -29.20   13.93    0.00  -15.27 2.879E+03

  10.540  7.278  1.57    4.39  -25.27   12.51    0.00  -12.76  2.864
   9.257  0.653  1.72    5.05  -28.06   12.69    0.00  -15.37 2.350E+03

  10.540  7.504  1.66    4.06  -24.11   11.34    0.00  -12.76  2.809
   9.187  0.653  1.76    4.67  -26.91   11.53    0.00  -15.38 1.919E+03

  10.540  7.738  1.75    3.72  -23.04   10.16    0.00  -12.88  2.747
